0,0,0
0,1,0
0,2,1
0,3,0
0,4,0
0,5,0
0,6,0
1,0,0
1,1,0
1,2,0
1,3,0
1,4,0
1,5,0
1,6,1
2,0,0
2,1,1
2,2,0
2,3,0
2,4,0
2,5,0
2,6,1
3,0,0
3,1,1
3,2,1
3,3,0
3,4,0
3,5,0
3,6,0
4,0,0
4,1,0
4,2,0
4,3,0
4,4,0
4,5,1
4,6,1
5,0,0
5,1,0
5,2,0
5,3,0
5,4,0
5,5,1
5,6,1
6,0,0
6,1,0
6,2,0
6,3,0
6,4,0
6,5,1
6,6,1
7,0,1
7,1,0
7,2,0
7,3,0
7,4,0
7,5,0
7,6,0
8,0,1
8,1,0
8,2,0
8,3,0
8,4,0
8,5,1
8,6,1
9,0,1
9,1,0
9,2,0
9,3,0
9,4,0
9,5,0
9,6,1
10,0,1
10,1,0
10,2,0
10,3,0
10,4,0
10,5,0
10,6,1
11,0,0
11,1,1
11,2,1
11,3,0
11,4,0
11,5,0
11,6,0
12,0,0
12,1,1
12,2,0
12,3,1
12,4,0
12,5,0
12,6,0
13,0,1
13,1,1
13,2,0
13,3,1
13,4,0
13,5,0
13,6,0
14,0,0
14,1,0
14,2,0
14,3,0
14,4,0
14,5,0
14,6,1
15,0,1
15,1,0
15,2,0
15,3,0
15,4,1
15,5,0
15,6,0
16,0,0
16,1,0
16,2,0
16,3,0
16,4,0
16,5,1
16,6,0
17,0,1
17,1,0
17,2,0
17,3,0
17,4,1
17,5,0
17,6,0
18,0,1
18,1,0
18,2,0
18,3,0
18,4,1
18,5,0
18,6,1
19,0,0
19,1,0
19,2,0
19,3,0
19,4,1
19,5,0
19,6,1
20,0,1
20,1,0
20,2,0
20,3,0
20,4,1
20,5,0
20,6,0
21,0,0
21,1,0
21,2,0
21,3,0
21,4,0
21,5,0
21,6,1
22,0,0
22,1,1
22,2,1
22,3,0
22,4,0
22,5,0
22,6,0
23,0,0
23,1,0
23,2,1
23,3,0
23,4,0
23,5,0
23,6,0
24,0,0
24,1,0
24,2,1
24,3,1
24,4,0
24,5,0
24,6,0
25,0,0
25,1,0
25,2,0
25,3,0
25,4,0
25,5,0
25,6,1
26,0,1
26,1,0
26,2,0
26,3,0
26,4,1
26,5,0
26,6,0
27,0,1
27,1,0
27,2,0
27,3,0
27,4,1
27,5,0
27,6,0
28,0,0
28,1,1
28,2,1
28,3,0
28,4,0
28,5,0
28,6,0
29,0,0
29,1,0
29,2,0
29,3,1
29,4,0
29,5,0
29,6,1
30,0,0
30,1,1
30,2,1
30,3,0
30,4,0
30,5,1
30,6,0
31,0,1
31,1,0
31,2,0
31,3,1
31,4,0
31,5,0
31,6,0
32,0,1
32,1,0
32,2,0
32,3,0
32,4,1
32,5,0
32,6,1
33,0,0
33,1,0
33,2,1
33,3,0
33,4,0
33,5,0
33,6,1
34,0,1
34,1,0
34,2,0
34,3,1
34,4,0
34,5,0
34,6,0
35,0,0
35,1,1
35,2,0
35,3,0
35,4,0
35,5,1
35,6,1
36,0,0
36,1,1
36,2,1
36,3,0
36,4,0
36,5,1
36,6,0
